"Highest.Charting.Position","Song.Name","Streams","Artist","Artist.Followers","Genre","Popularity","Danceability","Energy","Loudness","Speechiness","Acousticness","Liveness","Tempo","Valence","Chord","Weeks.Charting","Duration.ms"
54,"Fearless (Taylor’s Version)",9676024,"Taylor Swift",42227614,"['pop', 'post-teen pop']",69,0.569,0.741,-4.963,0.0282,0.0122,0.333,100.118,0.43,"F",1,241592
68,"X Gon' Give It To Ya",8638360,"DMX",2815928,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",73,0.761,0.899,-3.09,0.183,0.0135,0.0719,95.027,0.673,"A#/Bb",1,217587
80,"Fifteen (Taylor’s Version)",7852063,"Taylor Swift",42227614,"['pop', 'post-teen pop']",66,0.559,0.646,-4.61,0.0272,0.116,0.32,95.466,0.289,"G",1,294419
84,"The Way I Loved You (Taylor’s Version)",7736262,"Taylor Swift",42227614,"['pop', 'post-teen pop']",72,0.402,0.732,-4.665,0.0484,0.0033,0.108,161.032,0.472,"F",1,243137
51,"You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)",7712896,"Taylor Swift",42227614,"['pop', 'post-teen pop']",65,0.589,0.496,-7.606,0.0377,0.818,0.101,142.731,0.44,"D",3,220839
93,"Hey Stephen (Taylor’s Version)",7385864,"Taylor Swift",42227614,"['pop', 'post-teen pop']",66,0.788,0.571,-6.135,0.0296,0.106,0.0934,115.99,0.797,"F#/Gb",1,254255
102,"White Horse (Taylor’s Version)",7039222,"Taylor Swift",42227614,"['pop', 'post-teen pop']",65,0.423,0.517,-7.377,0.0486,0.369,0.177,185.262,0.366,"C",1,234516
114,"Forever & Always (Taylor’s Version)",6566059,"Taylor Swift",42227614,"['pop', 'post-teen pop']",66,0.598,0.821,-4.433,0.0447,0.0231,0.143,128.03,0.673,"A#/Bb",1,225328
119,"Breathe (feat. Colbie Caillat) (Taylor’s Version)",6508683,"Taylor Swift",42227614,"['pop', 'post-teen pop']",64,0.506,0.626,-6.066,0.0287,0.156,0.228,148.035,0.321,"C#/Db",1,263377
139,"Ruff Ryders' Anthem",5988511,"DMX",2815928,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",72,0.88,0.577,-8.093,0.302,0.0564,0.201,90.991,0.74,"A#/Bb",1,214440
146,"That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault)",5889939,"Taylor Swift",42227614,"['pop', 'post-teen pop']",67,0.588,0.608,-7.062,0.0365,0.225,0.092,90.201,0.508,"F",1,189496
147,"Tell Me Why (Taylor’s Version)",5885151,"Taylor Swift",42227614,"['pop', 'post-teen pop']",63,0.578,0.909,-3.669,0.0628,0.0222,0.333,100.023,0.541,"G",1,200576
148,"You’re Not Sorry (Taylor’s Version)",5860405,"Taylor Swift",42227614,"['pop', 'post-teen pop']",64,0.506,0.444,-4.99,0.0285,0.0538,0.123,133.873,0.241,"F#/Gb",1,261843
40,"Chica Ideal",5217052,"Sebastian Yatra, Guaynaa",1250353,"[]",0,0.574,0.891,-3.665,0.157,0.0847,0.16,100.978,0.707,"C",25,183240
15,"Relación - Remix",5206614,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",8758283,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",80,0.793,0.771,-3.417,0.0959,0.0337,0.284,171.943,0.835,"F",32,247308
192,"Don’t You (Taylor’s Version) (From The Vault)",5197564,"Taylor Swift",42227614,"['pop', 'post-teen pop']",65,0.563,0.473,-11.548,0.0503,0.514,0.109,101.934,0.405,"D#/Eb",1,208609
195,"We Were Happy (Taylor’s Version) (From The Vault)",5189423,"Taylor Swift",42227614,"['pop', 'post-teen pop']",64,0.609,0.373,-8.819,0.0263,0.849,0.0779,106.007,0.13,"C",1,244237
153,"WACHA",5172999,"KHEA, Duki",3198705,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']",75,0.737,0.634,-4.25,0.0424,0.345,0.111,94.927,0.528,"D#/Eb",2,206360
132,"Dancing With The Devil",5836326,"Demi Lovato",20338833,"['dance pop', 'pop', 'post-teen pop']",66,0.413,0.64,-5.811,0.0427,0.273,0.11,75.245,0.149,"G#/Ab",1,243992
26,"Gone",5427638,"ROSÉ",1099480,"[]",71,0.647,0.377,-6.003,0.0375,0.594,0.0768,79.936,0.653,"F#/Gb",4,207164
160,"What Other People Say",5413003,"Sam Fischer, Demi Lovato",122746,"['alt z', 'australian pop', 'dance pop', 'indie cafe pop', 'pop', 'post-teen pop', 'uk pop']",77,0.652,0.472,-8.084,0.0399,0.158,0.121,126.904,0.24,"G",3,194890
88,"Hello (feat. A Boogie Wit da Hoodie)",5323062,"Pop Smoke",6852509,"['brooklyn drill']",82,0.905,0.647,-5.065,0.107,0.0187,0.282,130.97,0.367,"A#/Bb",31,190534
91,"Hasta Abajo",5269163,"Kevin Roldan, Bryant Myers, Lyanno",4026643,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']",77,0.714,0.671,-5.119,0.362,0.289,0.325,169.732,0.641,"F",12,229827
30,"Take You Dancing",5176493,"Jason Derulo",9778632,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",82,0.789,0.711,-4.248,0.041,0.0332,0.0876,112.985,0.753,"D",37,190306
28,"Unstable (feat. The Kid LAROI)",5137645,"Justin Bieber",48544923,"['canadian pop', 'pop', 'post-teen pop']",74,0.495,0.333,-10.109,0.0288,0.737,0.112,99.757,0.37,"E",3,158324
2,"Stuck with U (with Justin Bieber)",5094660,"Ariana Grande",67208170,"['dance pop', 'pop', 'post-teen pop']",84,0.597,0.45,-6.658,0.0418,0.223,0.382,178.765,0.537,"G#/Ab",48,228482
120,"Hayloft",5086382,"Mother Mother",2110870,"['indie pop', 'vancouver indie']",81,0.527,0.922,-2.666,0.0728,0.00475,0.422,95.975,0.49,"A",15,181680
191,"Esquema Preferido (feat. Tarcísio do Acordeon)",5078174,"DJ Ivis",342930,"['piseiro']",73,0.676,0.823,-4.386,0.102,0.242,0.0773,160.013,0.907,"F",1,190680
75,"Además de Mí - Remix",5060336,"Rusherking, KHEA, Duki, Maria Becerra, LIT killah, Tiago PZK",301217,"['trap argentino', 'trap latino', 'trap triste']",78,0.397,0.613,-5.077,0.0549,0.0396,0.192,78.4,0.405,"F#/Gb",5,330040
193,"Payphone",5052717,"Maroon 5, Wiz Khalifa",32279979,"['pop', 'pop rock']",74,0.739,0.756,-4.828,0.0394,0.0136,0.37,110.028,0.523,"E",3,231387
50,"Ghost",5013450,"Justin Bieber",48544923,"['canadian pop', 'pop', 'post-teen pop']",71,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,0.441,"D",3,153190
37,"Off My Face",5004111,"Justin Bieber",48544923,"['canadian pop', 'pop', 'post-teen pop']",75,0.509,0.228,-8.68,0.0332,0.92,0.104,90.674,0.586,"E",3,156468
140,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",4972518,"Jack Harlow",1053324,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",73,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,0.835,"B",13,227478
188,"Take on Me",4969662,"a-ha",1560784,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']",84,0.573,0.902,-7.638,0.054,0.018,0.0928,84.412,0.876,"F#/Gb",3,225280
45,"BEBÉ",4967348,"Camilo, El Alfa",10580764,"['colombian pop', 'reggaeton colombiano']",78,0.862,0.72,-4.048,0.0379,0.487,0.0604,129.972,0.965,"E",18,198707
128,"Tu Veneno",6007541,"J Balvin",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",76,0.664,0.659,-4.232,0.0873,0.0625,0.0874,175.826,0.797,"A#/Bb",2,157320
49,"Deserve You",5837372,"Justin Bieber",48544923,"['canadian pop', 'pop', 'post-teen pop']",69,0.677,0.633,-7.831,0.0771,0.0314,0.112,89.934,0.409,"G",2,187239
44,"2 Much",5794583,"Justin Bieber",48544923,"['canadian pop', 'pop', 'post-teen pop']",70,0.583,0.444,-8.601,0.0456,0.593,0.353,119.59,0.167,"A",2,152796
3,"Tusa",5510113,"KAROL G, Nicki Minaj",17792779,"['latin', 'reggaeton', 'reggaeton colombiano']",80,0.803,0.715,-3.28,0.298,0.295,0.0574,101.085,0.574,"D",66,200960
34,"Una Locura",5466954,"Ozuna, J Balvin, Chencho Corleone",29238936,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",81,0.714,0.761,-4.596,0.0427,0.139,0.241,168.022,0.906,"F",29,230693
61,"Loved By You (feat. Burna Boy)",5419040,"Justin Bieber",48544923,"['canadian pop', 'pop', 'post-teen pop']",69,0.79,0.724,-6.972,0.0852,0.0696,0.113,101.04,0.642,"C#/Db",2,159250
181,"Girls Like Us",5410730,"Zoe Wees",203555,"['german pop']",78,0.444,0.648,-4.955,0.0476,0.288,0.059,125.706,0.171,"C#/Db",1,189000
17,"Lemon Pepper Freestyle (feat. Rick Ross)",5365747,"Drake",56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",76,0.77,0.637,-5.53,0.345,0.103,0.171,94.966,0.431,"C#/Db",4,383037
97,"Esquema Preferido",5356696,"DJ Ivis, Tarcísio do Acordeon",342930,"['piseiro']",73,0.676,0.823,-4.386,0.102,0.242,0.0773,160.013,0.907,"F",9,190680
105,"Love Not War (The Tampa Beat)",5326719,"Jason Derulo, Nuka",9778632,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",79,0.738,0.85,-3.049,0.0642,0.105,0.23,98.013,0.865,"G#/Ab",14,192921
57,"Die For You (feat. Dominic Fike)",5323412,"Justin Bieber",48544923,"['canadian pop', 'pop', 'post-teen pop']",67,0.728,0.629,-6.629,0.0318,0.00196,0.0847,135.031,0.71,"C#/Db",2,198426
64,"Starboy",5302285,"The Weeknd, Daft Punk",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",83,0.679,0.587,-7.015,0.276,0.141,0.137,186.003,0.486,"G",12,230453
22,"La Tóxica",5255393,"Farruko",10510156,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",78,0.659,0.701,-4.107,0.164,0.0882,0.0866,91.97,0.623,"A",29,180520
181,"Coração Na Cama - Ao Vivo",5211351,"Hugo & Guilherme",435936,"['sertanejo pop']",77,0.764,0.794,-4.096,0.0589,0.663,0.34,110.013,0.721,"G#/Ab",3,173227
60,"Love You Different (feat. BEAM)",10024729,"Justin Bieber",48544923,"['canadian pop', 'pop', 'post-teen pop']",66,0.759,0.584,-6.655,0.06,0.0652,0.16,127.138,0.374,"G#/Ab",1,186696
74,"Somebody",8912458,"Justin Bieber",48544923,"['canadian pop', 'pop', 'post-teen pop']",67,0.714,0.833,-5.239,0.0259,0.00249,0.298,129.964,0.663,"F",1,220920
152,"White Dress",5796978,"Lana Del Rey",13697048,"['art pop', 'pop']",65,0.493,0.263,-12.805,0.0351,0.926,0.0879,122.792,0.158,"C",1,333710
82,"Polvo",5528508,"Nicky Jam, Myke Towers",14831925,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",76,0.763,0.621,-6.169,0.066,0.0105,0.106,82.042,0.582,"B",18,211130
138,"Chemtrails Over The Country Club",5418816,"Lana Del Rey",13697048,"['art pop', 'pop']",73,0.334,0.276,-13.125,0.0643,0.877,0.113,201.025,0.429,"E",2,271177
37,"Parce (feat. Justin Quiles)",5312876,"Maluma, Lenny Tavárez",26769304,"['latin', 'reggaeton', 'reggaeton colombiano']",78,0.691,0.739,-3.09,0.229,0.422,0.11,83.897,0.884,"F",31,248345
40,"Ropa Cara",5249427,"Camilo",10580764,"['colombian pop', 'reggaeton colombiano']",73,0.813,0.526,-4.787,0.125,0.105,0.11,170.002,0.608,"E",9,163320
25,"Vida de Rico",5189822,"Camilo",10580764,"['colombian pop', 'reggaeton colombiano']",79,0.824,0.457,-5.428,0.0543,0.167,0.041,87.977,0.95,"F#/Gb",26,187427
182,"Devil Eyes",5098581,"Hippie Sabotage",713486,"['edm', 'electronic trap']",80,0.391,0.396,-8.621,0.189,0.702,0.315,99.112,0.199,"C#/Db",3,131272
141,"Ponte Pa' Mi",5082870,"Justin Quiles",2897862,"['latin', 'reggaeton', 'trap latino']",76,0.878,0.713,-4.566,0.0948,0.0581,0.0822,92.028,0.615,"F",13,202373
109,"Dámelo To’ (feat. Myke Towers)",6426522,"Selena Gomez",28931149,"['dance pop', 'pop', 'post-teen pop']",64,0.787,0.641,-7.376,0.315,0.101,0.07,182.003,0.437,"G#/Ab",1,184134
121,"Patience (feat. YUNGBLUD & Polo G)",6155698,"KSI",2010879,"['uk hip hop']",71,0.616,0.741,-4.272,0.0426,0.00251,0.307,122.012,0.431,"G",1,181720
56,"Selfish Love (with Selena Gomez)",6020785,"DJ Snake",7408249,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",74,0.723,0.646,-7.973,0.102,0.0206,0.0994,110.971,0.443,"F",2,168649
12,"Snowman",5454807,"Sia",20528724,"['australian dance', 'australian pop', 'dance pop', 'pop']",77,0.716,0.512,-6.257,0.0331,0.483,0.0928,104.957,0.326,"C#/Db",14,165907
168,"DAYWALKER! (feat. CORPSE)",5439646,"Machine Gun Kelly",3868320,"['ohio hip hop', 'pop rap']",74,0.632,0.922,-2.173,0.0794,0.00558,0.0927,88.972,0.497,"G",1,137747
19,"La Curiosidad",5198514,"Jay Wheeler, DJ Nelson, Myke Towers",1650912,"['latin', 'reggaeton', 'trap latino']",82,0.845,0.677,-4.798,0.136,0.269,0.108,90.013,0.68,"B",38,219048
86,"All We Got (feat. KIDDO)",5156937,"Robin Schulz",2786366,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",74,0.504,0.76,-4.246,0.0426,0.286,0.151,183.933,0.64,"E",12,190218
6,"Say So",5103528,"Doja Cat",8671649,"['dance pop', 'pop']",82,0.787,0.673,-4.583,0.159,0.264,0.0904,110.962,0.779,"B",60,237893
157,"Hope",5085527,"XXXTENTACION",29566516,"['emo rap', 'miami hip hop']",84,0.592,0.457,-6.081,0.0603,0.661,0.146,146.04,0.225,"A",9,110886
149,"The Less I Know The Better",5084635,"Tame Impala",5064200,"['australian psych', 'neo-psychedelic']",84,0.64,0.74,-4.083,0.0284,0.0115,0.167,116.879,0.785,"E",46,216320
109,"I Feel It Coming",5079857,"The Weeknd, Daft Punk",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",80,0.773,0.819,-5.946,0.118,0.428,0.0679,92.987,0.585,"C",6,269187
12,"Mood Swings (feat. Lil Tjay)",5068349,"Pop Smoke",6852509,"['brooklyn drill']",82,0.48,0.602,-6.335,0.368,0.487,0.0848,179.798,0.269,"A#/Bb",37,213333
123,"Someone To You",5054881,"BANNERS",419151,"['indie cafe pop', 'indie poptimism', 'modern rock', 'pop', 'pop rock']",79,0.52,0.903,-5.497,0.042,0.00517,0.254,74.988,0.652,"D",26,219801
198,"To the Bone",5052557,"Pamungkas",1643882,"['indonesian pop']",81,0.668,0.727,-6.55,0.027,0.514,0.1,139.991,0.939,"G",1,344571
4,"How You Like That",5023592,"BLACKPINK",23848461,"['k-pop', 'k-pop girl group']",79,0.812,0.761,-5.222,0.0812,0.0465,0.0601,130.032,0.344,"B",38,182956
200,"LOST",5013851,"NF, Hopsin",5831194,"['hip hop', 'pop rap', 'rap']",66,0.637,0.912,-3.123,0.308,0.352,0.0657,116.919,0.451,"F",1,234852
158,"VOCE",5510906,"Madame",1251372,"[]",0,0.615,0.834,-5.471,0.0667,0.105,0.157,112.602,0.341,"G#/Ab",1,211411
64,"AP - Music from the film Boogie",5462333,"Pop Smoke",6852509,"['brooklyn drill']",75,0.751,0.744,-6.859,0.177,0.152,0.252,148.014,0.634,"C#/Db",2,171892
166,"Life's A Mess II (with Clever & Post Malone)",5393459,"Juice WRLD",19102888,"['chicago rap', 'melodic rap']",72,0.53,0.37,-9.989,0.0279,0.806,0.112,140.061,0.701,"F#/Gb",1,206734
170,"CHIAMAMI PER NOME",5321946,"Francesca Michielin, Fedez",568711,"['italian adult pop', 'italian indie pop', 'italian pop', 'italian pop rock']",67,0.641,0.636,-4.318,0.0414,0.289,0.125,89.826,0.285,"A#/Bb",1,222667
54,"Antes",5232377,"Anuel AA, Ozuna",18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",73,0.817,0.737,-5.453,0.102,0.046,0.092,93.985,0.67,"F#/Gb",7,206587
175,"Mona Lisa",5208787,"Booba, JSX",2161609,"['french hip hop', 'old school rap francais', 'pop urbaine', 'rap conscient']",72,0.784,0.529,-7.681,0.0742,0.683,0.118,134.041,0.246,"B",1,187362
180,"Real As It Gets (feat. EST Gee)",5170861,"Lil Baby",7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",74,0.779,0.705,-5.891,0.163,0.00471,0.0971,140.005,0.196,"F#/Gb",1,192804
24,"Se Te Nota (with Guaynaa)",5168240,"Lele Pons",786461,"['latin pop', 'viral pop']",77,0.905,0.686,-3.152,0.0664,0.0907,0.266,103.013,0.963,"C",25,155825
91,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",5093408,"Ofenbach, Quarterhead",432511,"['edm', 'new french touch', 'pop dance', 'tropical house']",79,0.798,0.828,-5.36,0.193,0.0247,0.121,124.962,0.6,"D",26,156960
152,"Star Shopping",5073657,"Lil Peep",7535054,"['emo rap', 'lgbtq+ hip hop']",82,0.585,0.471,-9.934,0.0616,0.0967,0.115,93.099,0.323,"E",23,142000
61,"Electric Love",5060903,"BØRNS",1027085,"['modern alternative rock', 'modern rock', 'pop']",83,0.611,0.797,-7.627,0.0533,0.00543,0.26,120.041,0.518,"F#/Gb",26,218107
112,"Maniac",5044929,"Conan Gray",3799104,"['alt z', 'bedroom pop', 'electropop', 'indie pop', 'pop', 'post-teen pop']",82,0.628,0.639,-5.46,0.0435,0.00162,0.354,108.045,0.493,"G#/Ab",28,185773
74,"Only Wanna Be With You - Pokémon 25 Version",7464020,"Post Malone",33663701,"['dfw rap', 'melodic rap', 'rap']",72,0.47,0.709,-4.563,0.0299,0.00124,0.302,98.036,0.247,"G",1,241360
38,"test drive",6591829,"Ariana Grande",67208170,"['dance pop', 'pop', 'post-teen pop']",71,0.698,0.708,-4.943,0.0454,0.0251,0.124,115.036,0.322,"A",2,122174
42,"Tú Me Dejaste De Querer",5874460,"C. Tangana, Niño de Elche, La Húngara",1453875,"['urbano espanol']",75,0.823,0.723,-4.778,0.229,0.311,0.0998,83.97,0.505,"E",12,198493
46,"SO DONE",5440707,"The Kid LAROI",2238190,"['australian hip hop']",74,0.719,0.598,-6.254,0.077,0.232,0.115,142.592,0.303,"A",19,126521
35,"Jeans",5145966,"Justin Quiles",2897862,"['latin', 'reggaeton', 'trap latino']",75,0.807,0.656,-4.395,0.105,0.0165,0.0693,83.943,0.89,"D#/Eb",27,185840
2,"ROXANNE",5124742,"Arizona Zervas",621200,"['pop rap', 'rhode island rap']",82,0.621,0.601,-5.616,0.148,0.0522,0.46,116.735,0.457,"F#/Gb",61,163636
83,"rockstar (feat. 21 Savage)",5115990,"Post Malone",33663701,"['dfw rap', 'melodic rap', 'rap']",83,0.585,0.52,-6.136,0.0712,0.124,0.131,159.801,0.129,"F",53,218147
185,"Párteme La Cara",5079580,"C. Tangana, Ed Maverick",1453875,"['urbano espanol']",70,0.761,0.296,-10.22,0.0484,0.551,0.134,127.938,0.579,"C",1,167867
80,"Without Me",5016283,"Halsey",15663384,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",79,0.752,0.488,-7.05,0.0705,0.297,0.0936,136.041,0.533,"F#/Gb",57,201661
33,"BOOKER T",4995965,"Bad Bunny",36177712,"['latin', 'reggaeton', 'trap latino']",77,0.883,0.6,-7.188,0.37,0.114,0.0931,113.903,0.691,"G",12,156430
5,"Intentions (feat. Quavo)",4994138,"Justin Bieber",48544923,"['canadian pop', 'pop', 'post-teen pop']",77,0.806,0.546,-6.637,0.0575,0.3,0.102,147.986,0.874,"A",53,212867
49,"Sofia",4982892,"Clairo",2722638,"['bedroom pop', 'indie pop', 'pop']",81,0.744,0.619,-9.805,0.039,0.598,0.231,112.997,0.641,"C",22,188387
176,"Photograph",4974880,"Ed Sheeran",83337783,"['pop', 'uk pop']",83,0.614,0.379,-10.48,0.0476,0.607,0.0986,107.989,0.201,"E",9,258987
140,"Madonna",5936752,"Bausa, Apache 207",961181,"['german hip hop', 'german pop']",68,0.806,0.565,-8.96,0.113,0.47,0.0824,116.963,0.311,"B",1,195734
144,"CLOUDS",5897983,"NF",5831194,"['hip hop', 'pop rap', 'rap']",69,0.793,0.65,-3.944,0.397,0.371,0.854,128.111,0.809,"C#/Db",1,243750
12,"Wonder",5535339,"Shawn Mendes",1251372,"[]",0,0.333,0.637,-4.904,0.0581,0.131,0.149,139.898,0.132,"C#/Db",21,172693
50,"Skin",5497942,"Sabrina Carpenter",3689546,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",76,0.557,0.457,-5.372,0.0335,0.428,0.0567,105.918,0.328,"G",5,177500
62,"Tyler Herro",5168107,"Jack Harlow",1053324,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",76,0.794,0.756,-7.16,0.136,0.11,0.247,123.066,0.775,"F",17,156498
173,"Remember That Night?",5116325,"Sara Kays",251549,"['alt z', 'indie cafe pop', 'modern indie pop', 'pop', 'social media pop']",78,0.679,0.61,-10.936,0.0305,0.585,0.156,123.978,0.554,"G",5,227186
128,"Lifestyle (feat. Adam Levine)",5059891,"Jason Derulo, Maroon 5",9778632,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",78,0.749,0.674,-5.128,0.0366,0.0209,0.169,123.055,0.711,"A#/Bb",3,153865
177,"Fly Away",5053713,"Tones And I",2820477,"['australian pop', 'pop']",79,0.806,0.513,-6.208,0.0685,0.217,0.217,124.988,0.503,"E",7,178157
37,"Despeinada",5004462,"Ozuna, Camilo",29238936,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",75,0.734,0.775,-3.855,0.0614,0.186,0.123,166.039,0.72,"G#/Ab",25,224187
14,"motive (with Doja Cat)",4986037,"Ariana Grande",67208170,"['dance pop', 'pop', 'post-teen pop']",80,0.789,0.742,-5.664,0.0652,0.0681,0.166,116.965,0.661,"A#/Bb",5,167990
28,"I Don't Care (with Justin Bieber)",4984399,"Ed Sheeran",83337783,"['pop', 'uk pop']",80,0.798,0.675,-5.041,0.0442,0.0912,0.0894,101.956,0.842,"F#/Gb",57,219947
14,"Ay, DiOs Mío!",5344862,"KAROL G",1251372,"[]",0,0.715,0.706,-4.423,0.195,0.496,0.106,179.997,0.522,"B",32,189840
83,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",5232509,"Bizarrap, Nathy Peluso",3134041,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']",77,0.65,0.655,-3.71,0.405,0.25,0.0691,94.059,0.735,"C#/Db",11,171215
17,"Hawái - Remix",5163323,"Maluma, The Weeknd",26784251,"['latin', 'reggaeton', 'reggaeton colombiano']",77,0.766,0.788,-3.128,0.312,0.105,0.142,179.984,0.609,"F#/Gb",15,200482
22,"Tattoo - Remix with Camilo",5120753,"Rauw Alejandro",6096559,"['puerto rican pop', 'trap latino']",78,0.848,0.637,-5.132,0.156,0.0413,0.0521,96.988,0.698,"A",32,222680
151,"Meia Noite (Você tem meu Whatsapp)",5044252,"Tarcísio do Acordeon",1200248,"[]",67,0.709,0.816,-4.787,0.0346,0.685,0.146,150.06,0.921,"B",7,237900
143,"Moonlight",5003825,"XXXTENTACION",29566516,"['emo rap', 'miami hip hop']",83,0.921,0.537,-5.723,0.0804,0.556,0.102,128.009,0.711,"A",42,135090
182,"Thinking out Loud",4995623,"Ed Sheeran",83337783,"['pop', 'uk pop']",82,0.781,0.445,-6.061,0.0295,0.474,0.184,78.998,0.591,"D",6,281560
2,"Toosie Slide",4966878,"Drake",56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",78,0.834,0.454,-9.75,0.201,0.321,0.114,81.618,0.837,"C#/Db",46,247059
167,"Earned It (Fifty Shades Of Grey)",4929647,"The Weeknd",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",69,0.659,0.291,-8.275,0.0348,0.405,0.0771,119.829,0.406,"D",2,277680
9,"ily (i love you baby) (feat. Emilee)",4908929,"Surf Mesa",132855,"['tropical house']",81,0.674,0.774,-7.567,0.0892,0.0686,0.393,112.05,0.33,"B",46,176547
193,"Wonderwall",4902737,"Oasis",6478565,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",78,0.375,0.893,-4.097,0.0406,0.000509,0.187,174.323,0.434,"D",1,258773
181,"Everybody Dies In Their Nightmares",4847224,"XXXTENTACION",29566516,"['emo rap', 'miami hip hop']",83,0.734,0.57,-7.066,0.133,0.847,0.112,129.953,0.689,"G",7,95467
27,"Bad Boy (with Young Thug)",6011642,"Juice WRLD",19102888,"['chicago rap', 'melodic rap']",76,0.697,0.674,-6.326,0.0533,0.00215,0.138,81.535,0.198,"C#/Db",4,157355
19,"Lo Vas A Olvidar (with ROSALÍA)",5963380,"Billie Eilish",47061119,"['electropop', 'pop']",68,0.343,0.243,-14.66,0.0777,0.721,0.0668,135.154,0.032,"E",3,203464
152,"Floating Through Space",5579697,"Sia, David Guetta",20528724,"['australian dance', 'australian pop', 'dance pop', 'pop']",78,0.575,0.844,-4.89,0.072,0.00172,0.114,104.914,0.277,"F#/Gb",1,177801
157,"Can't Feel My Face",5479407,"The Weeknd",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",80,0.705,0.769,-5.526,0.0425,0.113,0.105,107.949,0.583,"A",1,213520
